期号,数字,触发极冷位置,触发位置遗漏期数,其他位置1,位置1遗漏期数,其他位置2,位置2遗漏期数
17223,0,百位,4116,十位,0,个位,22
17224,0,百位,4117,十位,1,个位,23
17225,0,百位,4118,十位,2,个位,24
17226,0,百位,4119,十位,3,个位,25
17227,0,百位,4120,十位,4,个位,26
17228,0,百位,4121,十位,5,个位,27
17229,0,百位,4122,十位,6,个位,28
17230,0,百位,4123,十位,7,个位,29
17231,0,百位,4124,十位,8,个位,30
17232,0,百位,4125,十位,9,个位,0
17233,0,百位,4126,十位,10,个位,1
17234,0,百位,4127,十位,11,个位,2
17235,0,百位,4128,十位,12,个位,3
17236,0,百位,4129,十位,13,个位,4
17237,0,百位,4130,十位,14,个位,5
17238,0,百位,4131,十位,15,个位,0
17239,0,百位,4132,十位,16,个位,1
17240,0,百位,4133,十位,0,个位,2
17241,0,百位,4134,十位,1,个位,3
17242,0,百位,4135,十位,2,个位,4
17243,0,百位,4136,十位,3,个位,5
17244,0,百位,4137,十位,4,个位,6
17245,0,百位,4138,十位,5,个位,7
17246,0,百位,4139,十位,6,个位,8
17247,0,百位,4140,十位,7,个位,9
17248,0,百位,4141,十位,8,个位,10
17249,0,百位,4142,十位,9,个位,11
17250,0,百位,4143,十位,10,个位,12
17251,0,百位,4144,十位,11,个位,13
17252,0,百位,4145,十位,12,个位,14
17253,0,百位,4146,十位,13,个位,15
17254,0,百位,4147,十位,14,个位,16
17255,0,百位,4148,十位,15,个位,17
17256,0,百位,4149,十位,16,个位,18
17257,0,百位,4150,十位,17,个位,19
17258,0,百位,4151,十位,18,个位,20
17259,0,百位,4152,十位,19,个位,21
17260,0,百位,4153,十位,20,个位,22
17261,0,百位,4154,十位,21,个位,23
17262,0,百位,4155,十位,22,个位,24
17263,0,百位,4156,十位,23,个位,25
17264,0,百位,4157,十位,24,个位,26
17265,0,百位,4158,十位,25,个位,0
17266,0,百位,4159,十位,0,个位,1
17267,0,百位,4160,十位,1,个位,2
17268,0,百位,4161,十位,2,个位,3
17270,0,百位,4162,十位,3,个位,4
17271,0,百位,4163,十位,4,个位,5
17272,0,百位,4164,十位,5,个位,0
17273,0,百位,4165,十位,6,个位,1
17274,0,百位,4166,十位,7,个位,0
17275,0,百位,4167,十位,8,个位,1
17279,0,百位,4168,十位,9,个位,2
17280,0,百位,4169,十位,10,个位,3
17281,0,百位,4170,十位,11,个位,4
17282,0,百位,4171,十位,0,个位,5
17283,0,百位,4172,十位,0,个位,6
17284,0,百位,4173,十位,1,个位,7
17285,0,百位,4174,十位,2,个位,8
17286,0,百位,4175,十位,3,个位,9
17288,0,百位,4176,十位,4,个位,10
17289,0,百位,4177,十位,5,个位,11
17290,0,百位,4178,十位,6,个位,12
17291,0,百位,4179,十位,7,个位,13
17292,0,百位,4180,十位,8,个位,14
17293,0,百位,4181,十位,9,个位,15
17294,0,百位,4182,十位,10,个位,16
17295,0,百位,4183,十位,11,个位,17
17296,0,百位,4184,十位,12,个位,18
17297,0,百位,4185,十位,13,个位,19
17299,0,百位,4186,十位,14,个位,0
17300,0,百位,4187,十位,15,个位,1
17301,0,百位,4188,十位,16,个位,2
17302,0,百位,4189,十位,17,个位,3
17303,0,百位,4190,十位,0,个位,4
17304,0,百位,4191,十位,1,个位,5
17306,0,百位,4192,十位,2,个位,6
17307,0,百位,4193,十位,3,个位,7
17308,0,百位,4194,十位,4,个位,8
17309,0,百位,4195,十位,5,个位,9
17310,0,百位,4196,十位,6,个位,10
17311,0,百位,4197,十位,7,个位,11
17312,0,百位,4198,十位,0,个位,0
17313,0,百位,4199,十位,1,个位,1
17314,0,百位,4200,十位,0,个位,2
17315,0,百位,4201,十位,1,个位,0
17316,0,百位,4202,十位,2,个位,1
17317,0,百位,4203,十位,0,个位,2
17318,0,百位,4204,十位,0,个位,3
17319,0,百位,4205,十位,1,个位,4
17321,0,百位,4206,十位,2,个位,5
17322,0,百位,4207,十位,3,个位,6
17323,0,百位,4208,十位,4,个位,7
17324,0,百位,4209,十位,5,个位,8
17325,0,百位,4210,十位,6,个位,9
17326,0,百位,4211,十位,0,个位,10
17327,0,百位,4212,十位,1,个位,11
17328,0,百位,4213,十位,2,个位,12
17329,0,百位,4214,十位,3,个位,13
17330,0,百位,4215,十位,4,个位,14
17332,0,百位,4216,十位,5,个位,15
17333,0,百位,4217,十位,6,个位,16
17334,0,百位,4218,十位,7,个位,17
17335,0,百位,4219,十位,8,个位,18
17336,0,百位,4220,十位,9,个位,19
17337,0,百位,4221,十位,10,个位,0
17338,0,百位,4222,十位,11,个位,0
17339,0,百位,4223,十位,12,个位,1
17340,0,百位,4224,十位,13,个位,2
17341,0,百位,4225,十位,14,个位,3
17342,0,百位,4226,十位,15,个位,4
17343,0,百位,4227,十位,16,个位,5
17344,0,百位,4228,十位,17,个位,6
17345,0,百位,4229,十位,18,个位,7
17346,0,百位,4230,十位,19,个位,8
17349,0,百位,4231,十位,0,个位,9
17350,0,百位,4232,十位,1,个位,10
17351,0,百位,4233,十位,2,个位,11
17352,0,百位,4234,十位,3,个位,0
17353,0,百位,4235,十位,4,个位,1
17354,0,百位,4236,十位,0,个位,2
17355,0,百位,4237,十位,1,个位,3
17356,0,百位,4238,十位,2,个位,4
17357,0,百位,4239,十位,3,个位,5
17358,0,百位,4240,十位,0,个位,6
18001,0,百位,4241,十位,1,个位,7
18002,0,百位,4242,十位,2,个位,8
18003,0,百位,4243,十位,3,个位,9
18004,0,百位,4244,十位,4,个位,10
18005,0,百位,4245,十位,5,个位,11
18006,0,百位,4246,十位,6,个位,12
18008,0,百位,4247,十位,7,个位,13
18009,0,百位,4248,十位,8,个位,14
18010,0,百位,4249,十位,9,个位,15
18011,0,百位,4250,十位,10,个位,16
18012,0,百位,4251,十位,11,个位,17
18013,0,百位,4252,十位,12,个位,18
18014,0,百位,4253,十位,0,个位,19
18015,0,百位,4254,十位,1,个位,20
18016,0,百位,4255,十位,2,个位,21
18017,0,百位,4256,十位,3,个位,22
18018,0,百位,4257,十位,4,个位,0
18019,0,百位,4258,十位,5,个位,1
18020,0,百位,4259,十位,6,个位,0
18021,0,百位,4260,十位,7,个位,1
18022,0,百位,4261,十位,8,个位,2
18023,0,百位,4262,十位,9,个位,3
18024,0,百位,4263,十位,10,个位,4
18025,0,百位,4264,十位,0,个位,5
18026,0,百位,4265,十位,1,个位,6
18027,0,百位,4266,十位,2,个位,7
18028,0,百位,4267,十位,3,个位,8
18029,0,百位,4268,十位,4,个位,9
18030,0,百位,4269,十位,5,个位,0
18031,0,百位,4270,十位,6,个位,1
18032,0,百位,4271,十位,7,个位,2
18033,0,百位,4272,十位,8,个位,0
18034,0,百位,4273,十位,9,个位,0
18035,0,百位,4274,十位,10,个位,1
18036,0,百位,4275,十位,11,个位,2
18037,0,百位,4276,十位,12,个位,3
18038,0,百位,4277,十位,13,个位,4
18039,0,百位,4278,十位,14,个位,5
18040,0,百位,4279,十位,15,个位,6
18041,0,百位,4280,十位,16,个位,7
18042,0,百位,4281,十位,17,个位,8
18044,0,百位,4282,十位,18,个位,9
18046,0,百位,4283,十位,19,个位,10
18048,0,百位,4284,十位,20,个位,11
18049,0,百位,4285,十位,21,个位,12
18050,0,百位,4286,十位,22,个位,13
18051,0,百位,4287,十位,23,个位,0
18052,0,百位,4288,十位,24,个位,1
18053,0,百位,4289,十位,25,个位,2
18054,0,百位,4290,十位,26,个位,3
18056,0,百位,4291,十位,27,个位,4
18057,0,百位,4292,十位,28,个位,5
18058,0,百位,4293,十位,29,个位,6
18059,0,百位,4294,十位,30,个位,7
18060,0,百位,4295,十位,31,个位,8
18061,0,百位,4296,十位,32,个位,9
18062,0,百位,4297,十位,33,个位,10
18063,0,百位,4298,十位,34,个位,11
18064,0,百位,4299,十位,35,个位,0
18065,0,百位,4300,十位,36,个位,1
18066,0,百位,4301,十位,37,个位,2
18067,0,百位,4302,十位,38,个位,3
18068,0,百位,4303,十位,39,个位,4
18069,0,百位,4304,十位,40,个位,5
18070,0,百位,4305,十位,41,个位,6
18071,0,百位,4306,十位,42,个位,0
18072,0,百位,4307,十位,0,个位,1
18073,0,百位,4308,十位,1,个位,2
18074,0,百位,4309,十位,2,个位,3
18075,0,百位,4310,十位,3,个位,4
18076,0,百位,4311,十位,4,个位,5
18077,0,百位,4312,十位,5,个位,6
18078,0,百位,4313,十位,6,个位,7
18079,0,百位,4314,十位,7,个位,8
18080,0,百位,4315,十位,8,个位,9
18081,0,百位,4316,十位,9,个位,10
18082,0,百位,4317,十位,10,个位,11
18083,0,百位,4318,十位,11,个位,12
18084,0,百位,4319,十位,12,个位,13
18085,0,百位,4320,十位,13,个位,14
18086,0,百位,4321,十位,14,个位,15
18087,0,百位,4322,十位,15,个位,16
18088,0,百位,4323,十位,16,个位,17
18089,0,百位,4324,十位,17,个位,18
18090,0,百位,4325,十位,18,个位,19
18092,0,百位,4326,十位,19,个位,20
18093,0,百位,4327,十位,20,个位,21
18094,0,百位,4328,十位,21,个位,22
18095,0,百位,4329,十位,22,个位,23
18096,0,百位,4330,十位,23,个位,24
18097,0,百位,4331,十位,24,个位,25
18098,0,百位,4332,十位,0,个位,26
18099,0,百位,4333,十位,1,个位,27
18100,0,百位,4334,十位,2,个位,28
18101,0,百位,4335,十位,3,个位,0
18102,0,百位,4336,十位,4,个位,1
18103,0,百位,4337,十位,5,个位,2
18104,0,百位,4338,十位,6,个位,3
18105,0,百位,4339,十位,7,个位,4
18106,0,百位,4340,十位,8,个位,5
18107,0,百位,4341,十位,9,个位,0
18109,0,百位,4342,十位,10,个位,1
18110,0,百位,4343,十位,11,个位,2
18110,8,十位,56,百位,3,个位,6
18111,0,百位,4344,十位,12,个位,3
18111,8,十位,57,百位,4,个位,7
18112,0,百位,4345,十位,13,个位,4
18112,8,十位,58,百位,0,个位,8
18113,0,百位,4346,十位,14,个位,5
18113,8,十位,59,百位,1,个位,9
18114,0,百位,4347,十位,15,个位,6
18114,6,百位,56,十位,6,个位,1
18114,8,十位,60,百位,2,个位,0
18115,0,百位,4348,十位,16,个位,7
18115,6,百位,57,十位,7,个位,2
18116,0,百位,4349,十位,17,个位,0
18116,6,百位,58,十位,8,个位,3
18117,0,百位,4350,十位,18,个位,0
18117,6,百位,59,十位,9,个位,4
18118,0,百位,4351,十位,19,个位,1
18118,6,百位,60,十位,10,个位,0
18119,0,百位,4352,十位,20,个位,2
18119,6,百位,61,十位,11,个位,0
18120,0,百位,4353,十位,0,个位,3
18120,6,百位,62,十位,12,个位,1
18121,0,百位,4354,十位,1,个位,4
18121,6,百位,63,十位,13,个位,2
18122,0,百位,4355,十位,2,个位,5
18122,6,百位,64,十位,14,个位,3
18123,0,百位,4356,十位,3,个位,6
18123,6,百位,65,十位,15,个位,4
18124,0,百位,4357,十位,4,个位,0
18124,6,百位,66,十位,16,个位,5
18125,0,百位,4358,十位,5,个位,1
18125,6,百位,67,十位,17,个位,6
18126,0,百位,4359,十位,6,个位,2
18126,6,百位,68,十位,18,个位,7
18127,0,百位,4360,十位,7,个位,3
18127,6,百位,69,十位,19,个位,8
18128,0,百位,4361,十位,8,个位,4
18128,6,百位,70,十位,20,个位,9
18129,0,百位,4362,十位,9,个位,5
18129,6,百位,71,十位,21,个位,10
18130,0,百位,4363,十位,10,个位,6
18130,6,百位,72,十位,22,个位,11
18131,0,百位,4364,十位,11,个位,7
18131,6,百位,73,十位,23,个位,12
18132,0,百位,4365,十位,12,个位,8
18132,6,百位,74,十位,24,个位,13
18133,0,百位,4366,十位,13,个位,0
18133,6,百位,75,十位,25,个位,14
18134,0,百位,4367,十位,14,个位,1
18134,6,百位,76,十位,26,个位,15
18137,0,百位,4368,十位,15,个位,2
18137,6,百位,77,十位,27,个位,16
18138,0,百位,4369,十位,16,个位,3
18138,6,百位,78,十位,28,个位,17
18139,0,百位,4370,十位,17,个位,4
18139,6,百位,79,十位,29,个位,18
18140,0,百位,4371,十位,18,个位,5
18140,6,百位,80,十位,30,个位,19
18141,0,百位,4372,十位,19,个位,0
18142,0,百位,4373,十位,20,个位,1
18143,0,百位,4374,十位,21,个位,2
18145,0,百位,4375,十位,22,个位,3
18146,0,百位,4376,十位,23,个位,4
18148,0,百位,4377,十位,24,个位,5
18149,0,百位,4378,十位,25,个位,6
18150,0,百位,4379,十位,26,个位,7
18151,0,百位,4380,十位,27,个位,8
18152,0,百位,4381,十位,28,个位,9
18155,0,百位,4382,十位,29,个位,10
18156,0,百位,4383,十位,30,个位,0
18157,0,百位,4384,十位,31,个位,1
18158,0,百位,4385,十位,0,个位,2
18159,0,百位,4386,十位,0,个位,0
18160,0,百位,4387,十位,1,个位,1
18161,0,百位,4388,十位,0,个位,2
18162,0,百位,4389,十位,1,个位,3
18163,0,百位,4390,十位,2,个位,0
18164,0,百位,4391,十位,3,个位,0
18165,0,百位,4392,十位,4,个位,0
18167,0,百位,4393,十位,0,个位,1
18168,0,百位,4394,十位,1,个位,2
18169,0,百位,4395,十位,2,个位,3
18170,0,百位,4396,十位,3,个位,4
18171,0,百位,4397,十位,4,个位,5
18172,0,百位,4398,十位,5,个位,6
18173,0,百位,4399,十位,6,个位,7
18175,0,百位,4400,十位,7,个位,8
18176,0,百位,4401,十位,8,个位,9
18177,0,百位,4402,十位,0,个位,10
18178,0,百位,4403,十位,1,个位,11
18179,0,百位,4404,十位,2,个位,12
18180,0,百位,4405,十位,3,个位,13
18181,0,百位,4406,十位,4,个位,14
18182,0,百位,4407,十位,5,个位,15
18183,0,百位,4408,十位,0,个位,0
18184,0,百位,4409,十位,1,个位,1
18185,0,百位,4410,十位,2,个位,2
18186,0,百位,4411,十位,3,个位,3
18187,0,百位,4412,十位,4,个位,0
18189,0,百位,4413,十位,0,个位,1
18191,0,百位,4414,十位,1,个位,2
18192,0,百位,4415,十位,2,个位,0
18193,0,百位,4416,十位,3,个位,1
18194,0,百位,4417,十位,4,个位,2
18195,0,百位,4418,十位,0,个位,3
18196,0,百位,4419,十位,1,个位,4
18197,0,百位,4420,十位,2,个位,5
18198,0,百位,4421,十位,3,个位,6
18199,0,百位,4422,十位,4,个位,7
18200,0,百位,4423,十位,5,个位,8
18201,0,百位,4424,十位,6,个位,9
18202,0,百位,4425,十位,7,个位,10
18203,0,百位,4426,十位,8,个位,11
18204,0,百位,4427,十位,9,个位,12
18205,0,百位,4428,十位,10,个位,13
18206,0,百位,4429,十位,11,个位,14
18208,0,百位,4430,十位,12,个位,15
18209,0,百位,4431,十位,13,个位,16
18210,0,百位,4432,十位,0,个位,0
18211,0,百位,4433,十位,1,个位,1
18212,0,百位,4434,十位,2,个位,2
18213,0,百位,4435,十位,3,个位,3
18214,0,百位,4436,十位,4,个位,4
18215,0,百位,4437,十位,5,个位,5
18216,0,百位,4438,十位,6,个位,6
18217,0,百位,4439,十位,7,个位,0
18218,0,百位,4440,十位,8,个位,1
18219,0,百位,4441,十位,9,个位,2
18220,0,百位,4442,十位,10,个位,3
18221,0,百位,4443,十位,0,个位,4
18222,0,百位,4444,十位,1,个位,5
18223,0,百位,4445,十位,2,个位,6
18224,0,百位,4446,十位,3,个位,7
18225,0,百位,4447,十位,4,个位,8
18226,0,百位,4448,十位,5,个位,9
18228,0,百位,4449,十位,6,个位,10
18229,0,百位,4450,十位,7,个位,11
18230,0,百位,4451,十位,8,个位,12
18231,0,百位,4452,十位,9,个位,13
18232,0,百位,4453,十位,10,个位,14
18233,0,百位,4454,十位,11,个位,15
18234,0,百位,4455,十位,12,个位,16
18235,0,百位,4456,十位,0,个位,17
18236,0,百位,4457,十位,1,个位,18
18237,0,百位,4458,十位,0,个位,19
18238,0,百位,4459,十位,1,个位,20
18239,0,百位,4460,十位,2,个位,21
18240,0,百位,4461,十位,3,个位,22
18241,0,百位,4462,十位,4,个位,23
18243,0,百位,4463,十位,5,个位,0
18244,0,百位,4464,十位,6,个位,0
18246,0,百位,4465,十位,7,个位,1
18247,0,百位,4466,十位,8,个位,2
18248,0,百位,4467,十位,0,个位,3
18249,0,百位,4468,十位,1,个位,4
18250,0,百位,4469,十位,2,个位,5
18252,0,百位,4470,十位,3,个位,6
18253,0,百位,4471,十位,4,个位,7
18255,0,百位,4472,十位,5,个位,8
18256,0,百位,4473,十位,6,个位,0
18257,0,百位,4474,十位,7,个位,1
18259,0,百位,4475,十位,0,个位,2
18260,0,百位,4476,十位,1,个位,3
18261,0,百位,4477,十位,2,个位,4
18262,0,百位,4478,十位,3,个位,5
18263,0,百位,4479,十位,4,个位,6
18264,0,百位,4480,十位,5,个位,7
18265,0,百位,4481,十位,6,个位,0
18266,0,百位,4482,十位,7,个位,0
18267,0,百位,4483,十位,8,个位,1
18268,0,百位,4484,十位,0,个位,2
18269,0,百位,4485,十位,1,个位,3
18270,0,百位,4486,十位,2,个位,4
18271,0,百位,4487,十位,3,个位,5
18273,0,百位,4488,十位,4,个位,6
18274,0,百位,4489,十位,5,个位,7
18275,0,百位,4490,十位,6,个位,8
18276,0,百位,4491,十位,7,个位,9
18278,0,百位,4492,十位,8,个位,10
18279,0,百位,4493,十位,9,个位,11
18280,0,百位,4494,十位,10,个位,12
18281,0,百位,4495,十位,11,个位,13
18282,0,百位,4496,十位,0,个位,14
18283,0,百位,4497,十位,1,个位,0
18284,0,百位,4498,十位,2,个位,1
18286,0,百位,4499,十位,3,个位,2
18288,0,百位,4500,十位,4,个位,3
18289,0,百位,4501,十位,5,个位,4
18290,0,百位,4502,十位,6,个位,5
18291,0,百位,4503,十位,7,个位,6
18292,0,百位,4504,十位,8,个位,7
18293,0,百位,4505,十位,9,个位,8
18294,0,百位,4506,十位,10,个位,9
18295,0,百位,4507,十位,11,个位,10
18297,0,百位,4508,十位,12,个位,11
18298,0,百位,4509,十位,13,个位,12
18299,0,百位,4510,十位,14,个位,13
18301,0,百位,4511,十位,15,个位,14
18302,0,百位,4512,十位,0,个位,15
18303,0,百位,4513,十位,1,个位,16
18305,0,百位,4514,十位,0,个位,17
18307,0,百位,4515,十位,1,个位,0
18308,0,百位,4516,十位,2,个位,1
18309,0,百位,4517,十位,3,个位,2
18310,0,百位,4518,十位,4,个位,3
18311,0,百位,4519,十位,5,个位,4
18312,0,百位,4520,十位,6,个位,5
18313,0,百位,4521,十位,7,个位,6
18314,0,百位,4522,十位,8,个位,7
18315,0,百位,4523,十位,9,个位,8
18316,0,百位,4524,十位,10,个位,9
18317,0,百位,4525,十位,11,个位,10
18318,0,百位,4526,十位,12,个位,11
18319,0,百位,4527,十位,13,个位,12
18320,0,百位,4528,十位,0,个位,13
18321,0,百位,4529,十位,1,个位,14
18322,0,百位,4530,十位,2,个位,15
18323,0,百位,4531,十位,3,个位,16
18325,0,百位,4532,十位,4,个位,17
18326,0,百位,4533,十位,5,个位,18
18328,0,百位,4534,十位,6,个位,19
18329,0,百位,4535,十位,7,个位,20
18330,0,百位,4536,十位,0,个位,21
18331,0,百位,4537,十位,1,个位,22
18332,0,百位,4538,十位,2,个位,23
18333,0,百位,4539,十位,3,个位,24
18334,0,百位,4540,十位,4,个位,25
18335,0,百位,4541,十位,5,个位,26
18336,0,百位,4542,十位,6,个位,27
18337,0,百位,4543,十位,7,个位,0
18338,0,百位,4544,十位,8,个位,1
18339,0,百位,4545,十位,9,个位,2
18340,0,百位,4546,十位,10,个位,3
18343,0,百位,4547,十位,11,个位,4
18344,0,百位,4548,十位,12,个位,5
18345,0,百位,4549,十位,13,个位,6
18346,0,百位,4550,十位,14,个位,7
18347,0,百位,4551,十位,15,个位,8
18348,0,百位,4552,十位,16,个位,9
18349,0,百位,4553,十位,17,个位,10
18350,0,百位,4554,十位,18,个位,11
18351,0,百位,4555,十位,19,个位,12
18353,0,百位,4556,十位,20,个位,13
18354,0,百位,4557,十位,21,个位,14
18355,0,百位,4558,十位,22,个位,15
18356,0,百位,4559,十位,23,个位,16
18357,0,百位,4560,十位,24,个位,17
18358,0,百位,4561,十位,25,个位,18
19001,0,百位,4562,十位,26,个位,19
19002,0,百位,4563,十位,27,个位,20
19003,0,百位,4564,十位,28,个位,21
19004,0,百位,4565,十位,29,个位,22
19006,0,百位,4566,十位,30,个位,23
19007,0,百位,4567,十位,31,个位,24
19008,0,百位,4568,十位,32,个位,25
19009,0,百位,4569,十位,33,个位,26
19010,0,百位,4570,十位,34,个位,27
19011,0,百位,4571,十位,35,个位,28
19012,0,百位,4572,十位,36,个位,29
19013,0,百位,4573,十位,37,个位,30
19015,0,百位,4574,十位,38,个位,31
19016,0,百位,4575,十位,39,个位,32
19017,0,百位,4576,十位,40,个位,33
19018,0,百位,4577,十位,41,个位,34
19019,0,百位,4578,十位,42,个位,0
19020,0,百位,4579,十位,43,个位,1
19021,0,百位,4580,十位,44,个位,2
19023,0,百位,4581,十位,45,个位,3
19024,0,百位,4582,十位,46,个位,4
19025,0,百位,4583,十位,47,个位,5
19026,0,百位,4584,十位,48,个位,6
19027,0,百位,4585,十位,49,个位,7
